cofids_food_code,name,description,protein,fat,carbohydrate,kcal
12-326,"Flavoured milk, pasteurised","10 samples, 6 brands; strawberry, banana",0.036,0.015,0.096,0.64
12-327,"Milkshake, thick, takeaway","10 samples, 3 brands including chocolate, vanilla, and banana",0.037,0.018,0.153,0.88
12-036,"Whey, dried","Commercial ingredient, sweet whey, literature sources",0.122,0.013,0.78,3.53
12-887,"Coffee compliment, low fat","8 samples, 3 brands",0,0.161,0,0
12-888,"Coffee whitener liquid, with skimmed milk and non milk fat","4 samples, 2 brands",0,0.04,0,0
12-889,Coffee whitener with glucose syrup and vegetable fat,"4 samples, 2 brands",0,0.144,0,0
12-894,Tea whitener powder,3 samples of the same brand,0,0.148,0,0
12-325,"Flavoured milk, pasteurised, chocolate","9 samples, 6 brands, including low fat, semi-skimmed",0.036,0.015,0.094,0.63
12-032,Dried whole milk,"Mixed sample, different brands.  Vitamins calculated",0.263,0.263,0.394,4.9
12-324,"Evaporated milk, light","7 Samples, 4 brands",0.078,0.041,0.103,1.07
12-031,"Dried skimmed milk, with vegetable fat","12 samples, 5 brands, fortified",0.233,0.259,0.426,4.87
12-030,Dried skimmed milk,"20 samples, 7 brands, fortified",0.361,0.006,0.529,3.48
12-029,"Condensed milk, whole, sweetened","10 cans, 2 brands",0.085,0.101,0.555,3.33
12-028,"Condensed milk, skimmed, sweetened",10 cans Fussells,0.1,0.002,0.6,2.67
12-027,Coffeemate,Analysis and manufacturer's data Carnation,0.027,0.349,0.573,5.4
12-026,Coffee Compliment,Manufacturer's data Premier Brands,0.03,0.36,0.581,5.54
12-023,Buttermilk powder,"Commercial ingredient, calculated from uncultured buttermilk",0.341,0.051,0.51,3.73
12-022,Buttermilk,3 cultured samples Eden Vale,0.034,0.005,0.05,0.37
12-035,Whey,"Commercial ingredient, sweet whey, literature sources",0.01,0.002,0.051,0.25
12-033,"Evaporated milk, whole","12 samples, Ideal, Carnation and own brands",0.084,0.094,0.085,1.51
12-407,"Rice pudding, canned, low fat","10 samples, 6 brands",0.035,0.008,0.134,0.71
12-398,Chocolate dairy desserts,"8 samples, 4 brands including milk chocolate and caramel and white chocolate dessert pots, chilled",0.043,0.107,0.267,2.14
12-399,"Custard, ready to eat","10 samples, 3 brands, canned and tetra-pak; ambient",0.027,0.029,0.163,0.98
12-400,"Mousse, chocolate","10 samples, 4 brands, fresh",0.04,0.065,0.199,1.49
12-401,"Mousse, chocolate, low fat","7 samples, 4 brands",0.055,0.037,0.18,1.23
12-402,"Mousse, fruit","8 samples, assorted flavours, fresh",0.045,0.064,0.18,1.43
12-403,"Pavlova, no fruit","10 samples, 6 brands, frozen",0.038,0.197,0.474,3.7
12-404,"Pavlova, with fruit and cream","12 samples, 7 brands, including raspberry, strawberry and tropical fruits, frozen",0.027,0.132,0.422,2.88
12-397,"Creme caramel, retail","9 samples, 4 brands",0.03,0.016,0.206,1.04
12-406,"Rice pudding, canned","10 cans, 7 brands",0.033,0.013,0.161,0.85
12-250,"Trifle, frozen","10 samples, 5 brands, strawberry and raspberry",0.022,0.058,0.206,1.38
12-409,"Trifle, fruit, retail","12 samples, 7 brands",0.026,0.09,0.195,1.64
12-405,Profiteroles with sauce,"10 samples, 7 brands, frozen",0.055,0.257,0.246,3.46
12-396,"Cheesecake, fruit, individual","8 samples, 3 brands including strawberry, apricot, blackcurrant and cherry",0.061,0.123,0.345,2.64
12-395,"Cheesecake, frozen","10 samples, assorted flavours, fruit topping",0.04,0.162,0.352,2.94
12-394,Banoffee pie,"10 samples, 6 brands including 2 Mississippi mud pie",0.038,0.2,0.329,3.19
12-878,"Trifle, chocolate, individual ","5 samples, 2 brands",0,0.154,0,0
12-913,"Fruit fool, individual","8 samples, 3 brands including strawberry, 
banana, raspberry, apricot, and gooseberry",0,0.109,0,0
12-240,"Jelly, made with skimmed milk",Recipe,0.026,0,0.168,0.73
12-239,"Jelly, made with semi-skimmed milk",Recipe,0.026,0.007,0.168,0.79
12-238,"Jelly, made with whole milk",Recipe,0.026,0.017,0.167,0.88
12-237,"Jelly, made with water",Recipe,0.012,0,0.151,0.61
12-233,Instant dessert powder,"10 samples, 2 types, assorted flavours",0.024,0.173,0.601,3.91
12-232,"Fruit fool, homemade",Recipe,0.01,0.093,0.202,1.63
12-228,Dream Topping,10 samples Birds,0.06,0.504,0.398,6.26
12-412,"Custard, made up with whole milk",Recipe,0.039,0.045,0.162,1.18
12-914,"Mousse, reduced fat","7 samples, 4 brands",0,0.037,0,0
12-426,"Dream Topping, made up with semi-skimmed milk",Recipe,0.04,0.117,0.119,1.65
12-408,"Torte, fruit","8 samples, 5 brands including lemon, raspberry and passion fruit",0.038,0.155,0.277,2.58
12-454,"Custard, egg",Recipe,0.058,0.061,0.107,1.19
12-453,"Crème caramel, homemade",Recipe,0.051,0.05,0.286,1.73
12-452,Blancmange,Recipe,0.032,0.037,0.179,1.14
12-432,"Trifle, with Dream Topping",Recipe,0.027,0.061,0.215,1.51
12-431,"Milk pudding, made with skimmed milk","e.g. rice, sago, semolina, tapioca; recipe",0.042,0.004,0.194,0.93
12-430,"Milk pudding, made with semi-skimmed milk","e.g. rice, sago, semolina, tapioca; recipe",0.042,0.02,0.197,1.08
12-429,"Instant dessert powder, made up with skimmed milk",Recipe,0.032,0.032,0.142,0.95
12-427,"Instant dessert powder, made up with whole milk",Recipe,0.032,0.062,0.143,1.23
12-425,"Dream Topping, made up with skimmed milk",Recipe,0.04,0.105,0.117,1.54
12-424,"Dream Topping, made up with whole milk",Recipe,0.039,0.134,0.118,1.81
12-423,"Custard, made up with skimmed milk",Recipe,0.04,0.003,0.161,0.79
12-422,"Cheesecake, homemade",Recipe,0.037,0.362,0.246,4.33
12-421,"Custard, confectioners'",Recipe,0.065,0.06,0.245,1.73
12-417,"Trifle, homemade",Recipe,0.026,0.08,0.21,1.65
12-416,"Milk pudding, made with whole milk","e.g. rice, sago, semolina, tapioca; recipe",0.041,0.043,0.196,1.3
12-415,"Meringue, with cream",Recipe. Ref. Wiles et al. 1980,0.026,0.242,0.272,3.3
12-414,Meringue,Recipe,0.053,0,0.96,3.81
12-413,"Custard, made up with semi-skimmed milk",Recipe,0.04,0.02,0.164,0.95
12-428,"Instant dessert powder, made up with semi-skimmed milk",Recipe,0.033,0.044,0.144,1.07
12-271,Cheese sauce packet mix,"10 samples, 4 brands",0.193,0.197,0.409,4.08
12-457,"Raita, yogurt and gram flour",Recipe,0.033,0.067,0.081,1.03
12-459,"Welsh rarebit, wholemeal",Recipe,0.142,0.275,0.219,3.87
12-458,Welsh rarebit,Recipe,0.137,0.285,0.23,3.97
12-455,Cheese and potato pie,Recipe,0.049,0.082,0.122,1.4
12-302,White sauce packet mix,"15 samples, 2 brands",0.09,0.105,0.6,3.55
12-276,"Macaroni cheese, canned",10 samples of the same brand Heinz,0.045,0.065,0.164,1.38
12-456,Cheese pudding,Recipe,0.105,0.11,0.115,1.85
12-418,"Semi-skimmed milk, pasteurised, summer",Samples taken in June and September,0.035,0.017,0.045,0.46
12-419,"Semi-skimmed milk, pasteurised, winter",Samples taken in January and March,0.034,0.017,0.049,0.47
12-314,"Semi-skimmed milk, UHT","22 samples, average of winter and summer",0.033,0.016,0.049,0.46
12-313,"Semi-skimmed milk, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles 50%, plastic containers 30% and cartons 20%",0.035,0.017,0.047,0.46
12-312,"Semi-skimmed milk, average",Weighted average of pasteurised and UHT,0.034,0.017,0.047,0.46
12-010,"Semi-skimmed milk, pasteurised, fortified plus SMP","10 samples, own label and Vitapint",0.037,0.016,0.058,0.51
12-307,"Skimmed milk, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles 50%, plastic containers 30% and cartons 20%",0.035,0.003,0.048,0.34
12-308,"Skimmed milk, pasteurised, summer","Average of glass bottles, plastic containers and cartons",0.035,0.002,0.044,0.32
12-309,"Skimmed milk, pasteurised, winter","Average of glass bottles, plastic containers and cartons",0.035,0.002,0.042,0.32
12-310,"Skimmed milk, UHT","22 samples, summer June/Sep and winter Jan/Mar, unfortified",0.028,0.001,0.039,0.27
12-311,"Skimmed milk, sterilised","21 samples, summer June/Sep and winter Jan/Mar",0.029,0.003,0.054,0.35
12-306,"Skimmed milk, average","Weighted average of pasteurised, sterilised and UHT",0.034,0.002,0.044,0.32
12-065,"Prosobee, reconstituted",Manufacturer's data Mead Johnson Nutritionals,0.019,0.036,0.07,0.65
12-067,"Wysoy, reconstituted",Manufacturer's data Wyeth,0.021,0.036,0.068,0.65
12-064,Prosobee,Manufacturer's data Mead Johnson Nutritionals,0.156,0.279,0.556,5.16
12-066,Wysoy,Manufacturer's data Wyeth,0.16,0.27,0.525,5.04
12-062,Formula S Soya Food,Manufacturer's data Cow & Gate,0.142,0.283,0.561,5.22
12-061,"Farley's Oster Soy, reconstituted",Manufacturer's data Farley's,0.019,0.038,0.071,0.67
12-060,Farley's Oster Soy,Manufacturer's data Farley's,0.143,0.278,0.538,5.09
12-063,"Formula S Soya Food, reconstituted",Manufacturer's data Cow & Gate,0.017,0.036,0.069,0.64
12-120,"Cream, sterilised, canned","13 cans, 6 brands",0.025,0.239,0.037,2.39
12-339,"Cream, dairy, UHT, canned spray, half fat","4 samples, 1 brand Anchor Light",0.028,0.173,0.076,1.96
12-121,"Cream, UHT, half",5 samples Sainsbury's,0.028,0.123,0.043,1.38
12-122,"Cream, UHT, single","8 samples, 4 brands",0.026,0.19,0.04,1.96
12-123,"Cream, UHT, whipping","10 samples, 5 brands",0.02,0.393,0.031,3.73
12-338,"Cream, dairy, UHT, canned spray","10 samples, 6 brands",0.019,0.242,0.072,2.52
12-051,"Gold Cap SMA, reconstituted",Manufacturer's data Wyeth,0.015,0.036,0.07,0.64
12-050,Gold Cap SMA,Manufacturer's data Wyeth,0.122,0.281,0.562,5.12
12-049,"Farley's Oster Milk, reconstituted",Calcd. as 1 scoop powder 4.09g to 28.35ml water,0.015,0.038,0.073,0.67
12-048,Farley's Oster Milk,Analysis and manufacturer's data Farley's,0.115,0.302,0.578,5.35
12-047,"Cow & Gate Premium, reconstituted",Calcd. as 1 scoop powder 4.2g to 30ml water,0.014,0.036,0.071,0.64
12-046,Cow & Gate Premium,Analysis and manufacturer's data Cow & Gate,0.112,0.295,0.58,5.28
12-044,Aptamil,Analysis and manufacturer's data Milupa,0.127,0.293,0.564,5.26
12-045,"Milupa, Aptamil, reconstituted",Calcd. as 1 scoop granules 4.33g to 28.35ml water,0.017,0.036,0.075,0.69
12-318,"Whole milk, pasteurised, winter",Samples taken in January and March,0.033,0.039,0.05,0.67
12-320,"Whole milk, UHT","22 samples, summer Jun/Sep and winter Jan/Mar",0.032,0.039,0.048,0.66
12-319,"Whole milk, sterilised","10 samples, 2 brands, polybottles",0.035,0.039,0.045,0.66
12-316,"Whole milk, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles 50%, plastic containers 30% and cartons 20%",0.033,0.039,0.046,0.66
12-315,"Whole milk, average","Includes pasteurised, sterilised and UHT",0.033,0.039,0.045,0.66
12-317,"Whole milk, pasteurised, summer",Samples taken in June and September,0.034,0.04,0.041,0.65
12-186,"Whole milk yogurt, 'organic'","8 samples, 2 brands",0.043,0.029,0.058,0.56
12-187,"Whole milk yogurt, goats","10 samples, 2 brands, from health food outlets",0.035,0.038,0.039,0.63
12-184,"Yogurt, whole milk, plain","22 samples, 2 brands",0.057,0.03,0.078,0.79
12-375,"Yogurt, whole milk, fruit","9 samples, 5 brands, assorted flavours including bio varieties",0.04,0.03,0.177,1.09
12-420,"Yogurt, greek, sheep","3 samples Total, 'set' variety and manufacturer's data",0.048,0.06,0.05,0.92
12-410,Tzatziki,Yogurt-based Greek starter. Recipe,0.034,0.055,0.034,0.76
12-383,"Yogurt, virtually fat free/diet, plain","6 samples, 4 brands, including bio varieties",0.054,0.002,0.082,0.54
12-382,"Yogurt, virtually fat free/diet, fruit","14 samples, 10 brands, including bio varieties, flavours include strawberry, raspberry, black cherry and rhubarb",0.048,0.002,0.07,0.47
12-381,"Soya, alternative to yogurt, fruit","3 samples, Soja sun, strawberry",0.021,0.018,0.129,0.73
12-380,"Yogurt, low fat, fruit","21 samples, 9 brands, including french set",0.042,0.011,0.137,0.78
12-379,"Yogurt, low fat, plain","8 samples, 5 brands",0.048,0.01,0.075,0.56
12-378,"Yogurt, infant, fruit flavour","8 samples, 4 brands, no fruit pieces",0.038,0.037,0.111,0.9
12-376,"Yogurt, greek style, plain","7 Samples, 6 brands, made with whole milk",0.057,0.102,0.048,1.33
12-374,"Yogurt, twinpot, thick and creamy with fruit","11 samples, 8 brands, various flavours",0.041,0.032,0.162,1.06
12-373,"Lassi, sweetened",5 samples,0.026,0.009,0.116,0.62
12-372,"Fromage frais, virtually fat free, fruit","11 samples, 6 brands, including strawberry, raspberry, apricot and blackcherry flavour",0.068,0.002,0.056,0.5
12-371,"Fromage frais, virtually fat free, natural","7 samples, 6 brands",0.077,0.001,0.046,0.49
12-370,"Fromage frais, fruit","7 samples, 4 brands, including strawberry, peach, apricot and raspberry flavour",0.053,0.056,0.139,1.24
12-369,"Fromage frais, plain","5 samples, 3 brands",0.061,0.08,0.044,1.13
12-377,"Yogurt, greek style, fruit","6 samples, 4 brands, including peach, apricot, strawberry and blackcurrant, made with whole milk",0.048,0.084,0.112,1.37
12-323,"Breakfast milk, winter",3 samples,0.032,0.047,0.044,0.72
12-321,"Breakfast milk, pasteurised, average",Fresh pasteurised Channel Island homogenised milk. Average of 6 samples of summer and winter milk,0.035,0.047,0.043,0.72
12-322,"Breakfast milk, summer",3 samples,0.039,0.047,0.041,0.73
13-849,Poppy seeds,Literature sources,0.206,0.471,#VALUE!,#VALUE!
14-877,"Peanuts, plain","10 samples, kernel only",0.258,0.46,0.125,5.64
14-846,"Sunflower seeds, toasted",Calculated from 14-845,0.205,0.492,0.193,6.02
14-847,Tahini paste,Ref.  McCarthy and Matthews 1984 and calculation from 14-844,0.185,0.589,0.009,6.07
14-848,Tigernuts,Literature sources,0.043,0.238,0.457,4.03
14-849,Trail mix,10 samples; mix of nuts and dried fruit,0.091,0.285,0.372,4.32
14-867,Shanghai nuts,4 packets,0,0.348,0,0
14-870,Almonds,"10 blanched samples, flaked and ground",0.211,0.558,0.069,6.12
14-871,Brazil nuts,"10 samples, kernel only",0.143,0.682,0.031,6.83
14-872,"Coconut, creamed block","7 samples, 2 brands; block of dried kernel",0.06,0.688,0.07,6.69
14-873,"Coconut, desiccated",Analytical and literature sources,0.056,0.62,0.064,6.04
14-874,Hazelnuts,"10 samples, kernel only",0.141,0.635,0.06,6.5
14-845,Sunflower seeds,Analysis and literature sources,0.198,0.475,0.186,5.81
14-876,"Peanut butter, smooth","10 samples, 3 brands",0.228,0.518,0.131,6.07
14-882,Peanuts and raisins,"Calculated from recipe proportions, peanuts 56% and raisins 44%",0.154,0.259,0.375,4.36
14-878,"Peanuts, dry roasted","10 samples, 5 brands",0.257,0.498,0.103,5.9
14-879,Walnuts,"10 samples, kernel only",0.147,0.685,0.033,6.88
14-880,Mixed nuts,"Calculated as peanuts 67%, almonds 17%, cashews 8% and hazelnuts 7%",0.235,0.491,0.115,5.79
14-881,"Marzipan, home-made",Recipe,0.104,0.258,0.501,4.62
14-883,"Almonds, weighed with shells",Calculated from 14-870,0.078,0.206,0.025,2.29
14-803,"Almonds, toasted",Ref. 5 and calculation from 14-801,0.212,0.567,0.07,6.21
14-885,"Hazelnuts, weighed with shells",Calculated from 14-874,0.054,0.241,0.023,2.47
14-886,"Peanuts, plain, weighed with shells",Calculated from 14-877,0.177,0.318,0.086,3.89
14-887,"Walnuts, weighed with shells",Calculated from 14-879,0.063,0.294,0.014,2.95
14-888,Mixed nuts and raisins,"Calculated as raisins 37%, peanuts 36%, hazelnuts 12%, brazil nuts 11 % and almonds 4%",0.142,0.341,0.315,4.81
14-875,"Marzipan, retail","10 samples, white and yellow",0.053,0.127,0.676,3.89
14-816,"Coconut, fresh","Flesh from kernel, no shell",0.032,0.36,0.037,3.51
14-884,"Brazil nuts, weighed with shells",Calculated from 14-871,0.065,0.314,0.014,3.14
14-804,Barcelona nuts,Kernel only,0.109,0.64,0.052,6.39
14-805,"Barcelona nuts, weighed with shells",Calculated from 14-804,0.068,0.397,0.032,3.97
14-806,Betel nuts,"Refs. 11, 6",0.052,0.102,0.567,3.39
14-810,Breadnut seeds,Ref. 5,0.086,0.017,0.738,3.67
14-811,"Cashew nuts, plain","20 samples, whole and broken kernels",0.177,0.482,0.181,5.73
14-812,"Cashew nuts, roasted and salted","10 samples, kernels only",0.205,0.509,0.188,6.11
14-813,Chestnuts,Analysis and literature sources; kernel only,0.02,0.027,0.366,1.7
14-844,Sesame seeds,"10 samples, with and without hulls",0.182,0.58,0.009,5.98
14-815,"Chestnuts, dried",Ref. 5 and calculation from 14-813,0.037,0.051,0.69,3.19
14-819,Coconut cream,Literature sources. Liquid from grated coconut kernel,0.04,0.347,0.059,3.5
14-820,Coconut milk,Analysis and literature sources; drained fluid from fresh coconut,0.003,0.003,0.049,0.22
14-839,Pine nuts,"20 samples, pine kernels",0.14,0.686,0.04,6.88
14-843,Quinoa,Literature sources,0.138,0.05,0.557,3.09
14-842,Pumpkin seeds,Analysis and literature sources,0.244,0.456,0.152,5.69
14-814,"Chestnuts, weighed with shells",Calculated from 14-813,0.016,0.022,0.304,1.4
14-840,"Pistachio nuts, roasted and salted","10 samples, kernel only",0.179,0.554,0.082,6.01
14-823,"Macadamia nuts, salted",8 samples,0.079,0.776,0.048,7.48
14-838,"Pecan nuts, weighed with shells",Calculated from 14-837,0.045,0.343,0.028,3.37
14-837,Pecan nuts,"9 samples, kernel only",0.092,0.701,0.058,6.89
14-835,"Peanuts, raisins and chocolate chips","Calculated as raisins 39%, peanuts 37% and chocolate chips 24%",0.123,0.245,0.459,4.41
14-834,"Peanuts, roasted and salted",20 samples,0.247,0.53,0.071,6.02
14-830,"Peanut butter, wholegrain","7 samples, 2 brands; peanuts, oil and salt only",0.249,0.531,0.077,6.06
14-826,Melon seeds,Literature sources,0.285,0.477,0.099,5.83
14-841,"Pistachio nuts, roasted and salted, weighed with shells",Calculated from 14-840,0.099,0.305,0.046,3.31
17-270,"Mushroom soup, cream of, canned","10 cans, 3 brands",0.011,0.03,0.039,0.46
17-287,"Wholesoup', canned",Analysis and manufacturer's information Heinz; assorted varieties,0.028,0.002,0.074,0.41
17-284,"Vegetable soup, canned","10 cans, 3 brands",0.014,0.006,0.099,0.48
17-280,"Tomato soup, cream of, canned, condensed, as served",Diluted with an equal volume of water,0.009,0.034,0.073,0.62
17-279,"Tomato soup, cream of, canned, condensed","7 cans, 2 brands",0.017,0.068,0.146,1.23
17-272,"Oxtail soup, canned","10 cans, 3 brands",0.024,0.017,0.051,0.44
17-263,"Lentil soup, canned","10 cans, 4 brands",0.031,0.002,0.065,0.39
17-255,Consomme,"6 samples, 6 brands, including beef, game and chicken",0.029,0,0.001,0.12
17-252,"Chicken soup, cream of, canned, condensed, as served",Diluted with an equal volume of water,0.013,0.029,0.03,0.43
17-251,"Chicken soup, cream of, canned, condensed",7 cans of the same brand,0.026,0.058,0.06,0.85
17-250,"Chicken soup, cream of, canned","10 cans, 3 brands",0.017,0.038,0.045,0.58
17-278,"Tomato soup, cream of, canned","10 cans, 3 brands",0.008,0.03,0.059,0.52
17-265,"Soup, low calorie, canned","7 cans, 3 brands; tomato, vegetable and minestrone varieties",0.009,0.002,0.04,0.2
17-576,"White sauce, packet mix, made up with semi-skimmed milk",Recipe,0.041,0.025,0.092,0.73
17-567,"Bread sauce, made with skimmed milk",Recipe,0.042,0.015,0.151,0.87
17-568,"Cheese sauce, made with skimmed milk",Recipe,0.081,0.115,0.086,1.69
